"16";"22/12/87";"10";"MEXICO";"FLEUR  SAP";"01";"BOUCLE";"ARGENT";" 1";"86";"4";"ACCESS DIVERS";"5";"ACCESSOIRES";"810";"DIVERS";"0";"";"0";"";"1";"Enlight";"G";"TU";"288.13";"0";"14";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"";"20";"";"60";"1"
"17";"22/12/87";"10";"MEXICO";"FLEUR SIM";"01";"BOUCLE";"ARGENT";" 1";"86";"4";"ACCESS DIVERS";"5";"ACCESSOIRES";"810";"DIVERS";"0";"";"0";"";"1";"Enlight";"G";"TU";"257.64";"0";"58";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"";"20";"";"60";"2"
"102";"01/02/18";"962";"SCUNZANI IVO";"0772NKO";"12";"BLACK CROCODYLUS NIL";"OTOCUS##";" 1";"18";"19";"ACCESS HOMME";"1";"DEFILE";"800";"CEINTURE";"2";"INTERNET";"0";"";"1";"Enlight";"D";"10";"434.00";"0";"";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"";"20";"";"60";"1"
"104";"01/02/18";"1665";"GLAS";"FOU01";"01";"FOUNTAIN D.38 H42";"TOKUJIN YOSHIOKA";" 1";"18";"5";"DESIGN";"1";"DEFILE";"20";"TABLE";"2";"INTERNET";"0";"";"0";"";"G";"TU";"990.00";"0";"";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"1";"20";"";"60";""
"106";"01/02/18";"1665";"GLAS";"FOU03";"01";"FOUNTAIN D.65 H.21";"TOKUJIN YOSHIOKA";" 1";"18";"5";"DESIGN";"1";"DEFILE";"20";"TABLE";"2";"INTERNET";"0";"";"0";"";"G";"TU";"1135.00";"0";"2";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"1";"20";"";"60";""
"107";"01/02/18";"1665";"GLAS";"HYP01";"01";"HYPERTABLE 96X96 H43";"MARIO BELLINI";" 1";"18";"5";"DESIGN";"1";"DEFILE";"20";"TABLE";"2";"INTERNET";"0";"";"0";"";"G";"TU";"15000.00";"0";"1";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"";"18";"1";"20";"";"60";""
"110";"02/02/18";"1301";"MIROS";"BAB39A7U";"13";"GIZANE";"";" 1";"18";"1";"VET.HOMME";"1";"DEFILE";"350";"CHEMISE";"2";"INTERNET";"0";"";"1";"Enlight";"K";"38";"265.00";"0";"1";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"1";"18";"1";"20";"";"60";""
"110";"02/02/18";"1301";"MIROS";"BAB39A7U";"13";"GIZANE";"";" 1";"18";"1";"VET.HOMME";"1";"DEFILE";"350";"CHEMISE";"2";"INTERNET";"0";"";"1";"Enlight";"K";"39";"265.00";"0";"4";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"1";"18";"1";"20";"";"60";""
"110";"02/02/18";"1301";"MIROS";"BAB39A7U";"13";"GIZANE";"";" 1";"18";"1";"VET.HOMME";"1";"DEFILE";"350";"CHEMISE";"2";"INTERNET";"0";"";"1";"Enlight";"K";"40";"265.00";"0";"1";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"1";"18";"1";"20";"";"60";""
"110";"02/02/18";"1301";"MIROS";"BAB39A7U";"13";"GIZANE";"";" 1";"18";"1";"VET.HOMME";"1";"DEFILE";"350";"CHEMISE";"2";"INTERNET";"0";"";"1";"Enlight";"K";"41";"265.00";"0";"1";"3";"";"7";"";"9";"";"11";"";"12";"";"14";"1";"18";"";"20";"";"60";""
